1.079999999999999988e-01,1.580000000000000016e-01,7.339999999999999858e-01,-9.785000000000000364e-01,1.000000000000000000e+00
1.150000000000000050e-01,7.099999999999999367e-02,8.139999999999999458e-01,8.131000000000000449e-01,-1.000000000000000000e+00
1.620000000000000051e-01,2.109999999999999931e-01,6.280000000000000027e-01,-9.777000000000000135e-01,-1.000000000000000000e+00
9.199999999999999845e-02,7.499999999999999722e-02,8.329999999999999627e-01,-3.869999999999999829e-02,-1.000000000000000000e+00
2.369999999999999885e-01,2.299999999999999961e-02,7.399999999999999911e-01,9.837000000000000188e-01,1.000000000000000000e+00
1.120000000000000023e-01,7.399999999999999634e-02,8.149999999999999467e-01,8.334000000000000297e-01,1.000000000000000000e+00
1.179999999999999938e-01,5.500000000000000028e-02,8.269999999999999574e-01,9.720999999999999641e-01,1.000000000000000000e+00
2.620000000000000107e-01,9.299999999999999933e-02,6.450000000000000178e-01,9.788999999999999924e-01,1.000000000000000000e+00
7.299999999999999545e-02,9.299999999999999933e-02,8.329999999999999627e-01,-3.240999999999999992e-01,-1.000000000000000000e+00
1.179999999999999938e-01,2.159999999999999976e-01,6.660000000000000364e-01,-9.443000000000000282e-01,-1.000000000000000000e+00
1.039999999999999952e-01,5.999999999999999778e-02,8.369999999999999662e-01,4.782000000000000139e-01,-1.000000000000000000e+00
1.640000000000000069e-01,1.059999999999999970e-01,7.299999999999999822e-01,9.907000000000000250e-01,-1.000000000000000000e+00
1.260000000000000009e-01,4.000000000000000083e-02,8.339999999999999636e-01,9.939000000000000057e-01,-1.000000000000000000e+00
1.290000000000000036e-01,1.549999999999999989e-01,7.159999999999999698e-01,-1.272000000000000075e-01,-1.000000000000000000e+00
1.670000000000000095e-01,1.200000000000000025e-02,8.209999999999999520e-01,9.628999999999999782e-01,1.000000000000000000e+00
1.439999999999999891e-01,1.900000000000000022e-01,6.660000000000000364e-01,-9.756000000000000227e-01,1.000000000000000000e+00
1.819999999999999951e-01,1.429999999999999882e-01,6.740000000000000435e-01,9.506000000000000005e-01,1.000000000000000000e+00
1.439999999999999891e-01,5.099999999999999672e-02,8.060000000000000497e-01,9.890999999999999792e-01,-1.000000000000000000e+00
9.400000000000000022e-02,1.140000000000000041e-01,7.930000000000000382e-01,-4.511000000000000010e-01,-1.000000000000000000e+00
2.049999999999999878e-01,2.900000000000000147e-02,7.660000000000000142e-01,9.812999999999999501e-01,1.000000000000000000e+00
2.540000000000000036e-01,1.640000000000000069e-01,5.819999999999999618e-01,9.001000000000000112e-01,1.000000000000000000e+00
1.859999999999999987e-01,3.899999999999999994e-02,7.750000000000000222e-01,9.927000000000000268e-01,1.000000000000000000e+00
9.400000000000000022e-02,1.250000000000000000e-01,7.800000000000000266e-01,-7.167000000000000037e-01,-1.000000000000000000e+00
1.829999999999999960e-01,1.189999999999999947e-01,6.989999999999999547e-01,9.495000000000000107e-01,1.000000000000000000e+00
1.439999999999999891e-01,1.059999999999999970e-01,7.500000000000000000e-01,9.734000000000000430e-01,-1.000000000000000000e+00
1.839999999999999969e-01,7.499999999999999722e-02,7.409999999999999920e-01,9.850999999999999757e-01,1.000000000000000000e+00
1.539999999999999980e-01,4.800000000000000100e-02,7.990000000000000435e-01,9.568999999999999728e-01,1.000000000000000000e+00
1.010000000000000064e-01,5.800000000000000294e-02,8.409999999999999698e-01,9.189000000000000501e-01,1.000000000000000000e+00
1.920000000000000040e-01,4.399999999999999745e-02,7.640000000000000124e-01,9.588999999999999746e-01,1.000000000000000000e+00
2.059999999999999887e-01,6.800000000000000488e-02,7.259999999999999787e-01,8.171000000000000485e-01,1.000000000000000000e+00
1.449999999999999900e-01,8.400000000000000522e-02,7.700000000000000178e-01,9.933999999999999497e-01,-1.000000000000000000e+00
5.399999999999999939e-02,1.239999999999999991e-01,8.219999999999999529e-01,-7.876999999999999558e-01,-1.000000000000000000e+00
1.270000000000000018e-01,2.660000000000000142e-01,6.069999999999999840e-01,-9.697999999999999954e-01,1.000000000000000000e+00
8.000000000000000167e-02,9.199999999999999845e-02,8.279999999999999583e-01,-1.589000000000000135e-01,-1.000000000000000000e+00
1.650000000000000078e-01,6.400000000000000133e-02,7.710000000000000187e-01,8.901000000000000023e-01,-1.000000000000000000e+00
1.209999999999999964e-01,1.229999999999999982e-01,7.570000000000000062e-01,-5.535999999999999810e-01,-1.000000000000000000e+00
4.700000000000000011e-02,7.000000000000000666e-02,8.820000000000000062e-01,-9.368999999999999551e-01,-1.000000000000000000e+00
9.199999999999999845e-02,1.170000000000000068e-01,7.920000000000000373e-01,-7.965999999999999748e-01,-1.000000000000000000e+00
9.199999999999999845e-02,1.559999999999999998e-01,7.520000000000000018e-01,-9.513000000000000345e-01,-1.000000000000000000e+00
8.200000000000000344e-02,1.100000000000000006e-01,8.080000000000000515e-01,-9.768000000000000016e-01,1.000000000000000000e+00
1.409999999999999865e-01,7.299999999999999545e-02,7.850000000000000311e-01,8.758000000000000229e-01,-1.000000000000000000e+00
1.640000000000000069e-01,1.079999999999999988e-01,7.279999999999999805e-01,9.780999999999999694e-01,1.000000000000000000e+00
2.039999999999999869e-01,4.100000000000000172e-02,7.550000000000000044e-01,9.587999999999999856e-01,1.000000000000000000e+00
2.139999999999999958e-01,8.999999999999999320e-03,7.760000000000000231e-01,9.796000000000000263e-01,1.000000000000000000e+00
1.409999999999999865e-01,9.600000000000000200e-02,7.630000000000000115e-01,9.487999999999999767e-01,-1.000000000000000000e+00
1.380000000000000115e-01,1.990000000000000102e-01,6.630000000000000338e-01,-7.265000000000000346e-01,-1.000000000000000000e+00
1.980000000000000093e-01,4.000000000000000083e-02,7.620000000000000107e-01,9.726000000000000201e-01,1.000000000000000000e+00
2.139999999999999958e-01,6.700000000000000400e-02,7.179999999999999716e-01,9.959999999999999964e-01,1.000000000000000000e+00
